epoch,identity,train_mean,train_std,valid_mean,valid_std,test_mean,test_std
1,4,0.2776538686399445,0.0969963548498873,0.2265625,0.2265625,0.2265625,0.2265625
2,4,0.5240936101986754,0.03959876071843495,0.2890625,0.2890625,0.30397727340459824,0.25852272659540176
3,4,0.5789589931724819,0.005670100389965666,0.5738636553287506,0.1988636553287506,0.5660511553287506,0.2066761553287506
4,4,0.5537445638489227,0.028227487859144425,0.5170454680919647,0.10795453190803528,0.5092329680919647,0.10014203190803528
5,4,0.6771480837047459,0.03694733105305889,0.5426136404275894,0.2698863595724106,0.4964488670229912,0.2691761329770088
6,4,0.6823038583431227,0.029112780900131988,0.6740056872367859,0.1896306872367859,0.6896306872367859,0.1740056872367859
7,4,0.6615983063356795,0.015480766309184928,0.2421875,0.2421875,0.25,0.25
8,4,0.6282574033438887,0.0162972879557566,0.5319602489471436,0.42258524894714355,0.5625,0.4375
9,4,0.7076143405381903,0.02157001625024827,0.7826704680919647,0.12642046809196472,0.7904829680919647,0.11860796809196472
10,4,0.7651135727404899,0.010647346034470024,0.6015625,0.3984375,0.609375,0.390625
11,4,0.7896885484419358,0.012941153307693814,0.4666193127632141,0.1697443127632141,0.46590909361839294,0.21590909361839294
12,4,0.7954712255107924,0.009966904068697992,0.578125,0.421875,0.5859375,0.4140625
13,4,0.8049131729727323,0.008414670902535951,0.4588068202137947,0.3224431797862053,0.43607954680919647,0.34517045319080353
14,4,0.7936690705256204,0.013131861414261644,0.7151988744735718,0.012073874473571777,0.7535511553287506,0.01917615532875061
15,4,0.8394691539049818,0.006537487857923168,0.7528409361839294,0.06534093618392944,0.7677556872367859,0.09588068723678589
16,4,0.832525740766703,0.013486793359483013,0.6960227489471436,0.25852274894714355,0.7428977489471436,0.21164774894714355
17,4,0.8328266866496945,0.015004391403226283,0.3984375,0.3984375,0.42897727340459824,0.38352272659540176
18,4,0.8386338876295779,0.03301407330086185,0.8061079680919647,0.10298296809196472,0.8444602489471436,0.11008524894714355
19,4,0.8756714473929359,0.012213487929314622,0.5568181872367859,0.1931818127632141,0.5866477340459824,0.13210226595401764
20,4,0.858799320282398,0.007147248441628132,0.5433238670229912,0.3160511329770088,0.5205965936183929,0.33877840638160706
21,4,0.8698586102086592,0.005366490879446433,0.6171875,0.3828125,0.625,0.375
22,4,0.8969639974861521,0.02360394477609995,0.8373579680919647,0.07173296809196472,0.8529829680919647,0.05610796809196472
23,4,0.9060513890242471,0.011068517938913692,0.8167613744735718,0.08948862552642822,0.8167613744735718,0.08948862552642822
24,4,0.9325528717227576,0.008996992906986403,0.6448863744735718,0.08238637447357178,0.6448863744735718,0.08238637447357178
25,4,0.9346867785376779,0.011986668009478417,0.9069602489471436,0.047585248947143555,0.8764204680919647,0.03267046809196472
26,4,0.9227099289599289,0.004478636535870144,0.7563920617103577,0.16548293828964233,0.7265625,0.2265625
27,4,0.9284292929580924,0.007957336792059056,0.890625,0.109375,0.8828125,0.1171875
28,4,0.9191782447753531,0.011117231833911986,0.5518465936183929,0.37002840638160706,0.5745738670229912,0.3473011329770088
29,4,0.9378595013775046,0.007519569127189018,0.7684659361839294,0.04971593618392944,0.7911931872367859,0.07244318723678589
30,4,0.9575303395450132,0.0026791932792941623,0.8700284361839294,0.05184656381607056,0.8927556872367859,0.02911931276321411
31,4,0.9529854739916577,0.003234631249989383,0.8984375,0.1015625,0.8757102489471436,0.07883524894714355
32,4,0.957431710548062,0.004490762334409971,0.9375,0.0625,0.921875,0.078125
33,4,0.9800561177352142,0.005439039987974124,0.9311079680919647,0.02201703190803528,0.9083806872367859,0.04474431276321411
34,4,0.9734250673667764,0.003833835490091981,0.9303977489471436,0.024147748947143555,0.9382102489471436,0.016335248947143555
35,4,0.9691463546831398,0.002656120674400399,0.9154829680919647,0.006392031908035278,0.9609375,0.0390625
36,4,0.9636830240904415,0.007669859206345011,0.8615056872367859,0.0021306872367858887,0.8842329680919647,0.02485796809196472
37,4,0.9365882249109158,0.009423194077594475,0.5248579680919647,0.3842329680919647,0.5248579680919647,0.3842329680919647
38,4,0.947127559412067,0.015310771219675914,0.515625,0.484375,0.5078125,0.4921875
39,4,0.9440476079277682,0.014194348916740079,0.7713068127632141,0.1349431872367859,0.7720170617103577,0.18110793828964233
40,4,0.9447327772166332,0.005555406404570263,0.8068181872367859,0.05681818723678589,0.8529829680919647,0.05610796809196472
