epoch,identity,train_mean,train_std,valid_mean,valid_std,test_mean,test_std
1,4,0.27470392133171767,0.10141296111003002,0.2265625,0.2265625,0.2265625,0.2265625
2,4,0.5578011628720807,0.02650247936429447,0.2421875,0.2421875,0.234375,0.234375
3,4,0.599099931713876,0.013421329035542936,0.6313920617103577,0.040482938289642334,0.6541193127632141,0.01775568723678589
4,4,0.6222695690270932,0.02015687025318619,0.4943181872367859,0.1306818127632141,0.4644886404275894,0.19176135957241058
5,4,0.6385535493472676,0.007534778411893417,0.6058238744735718,0.12144887447357178,0.6292613744735718,0.09801137447357178
6,4,0.6488050759091897,0.012646264114414892,0.6569602489471436,0.29758524894714355,0.6569602489471436,0.29758524894714355
7,4,0.7021482659423012,0.009535162893311949,0.6704545617103577,0.07954543828964233,0.6697443127632141,0.03338068723678589
8,4,0.7135351395142245,0.0222378109446798,0.5,0.5,0.5,0.5
9,4,0.7906356436572217,0.016861321781320777,0.5390625,0.4609375,0.546875,0.453125
10,4,0.7691144295513961,0.009181268958878443,0.7073863744735718,0.019886374473571777,0.7919034361839294,0.026278436183929443
11,4,0.8132415893720236,0.009691238523685421,0.5397727340459824,0.08522726595401764,0.5170454680919647,0.10795453190803528
12,4,0.8027410364306409,0.018743199165146437,0.609375,0.390625,0.5859375,0.4140625
13,4,0.8410259705812202,0.018957645600294608,0.7272727489471436,0.22727274894714355,0.7194602489471436,0.23508524894714355
14,4,0.8534477434305905,0.006189285214859057,0.8529829680919647,0.05610796809196472,0.8522727489471436,0.10227274894714355
15,4,0.8655546539436502,0.014777334662677184,0.6803977489471436,0.27414774894714355,0.7109375,0.2890625
16,4,0.8637864868225513,0.015237048385321741,0.47940340638160706,0.16122159361839294,0.4261363670229912,0.19886363297700882
17,4,0.8225484623259068,0.004754142168401133,0.47585227340459824,0.43039772659540176,0.49857954680919647,0.40767045319080353
18,4,0.8568695477691384,0.008424290407972839,0.8046875,0.1953125,0.7734375,0.2265625
19,4,0.8926463979241598,0.006228544018104753,0.7336647808551788,0.18821021914482117,0.71875,0.21875
20,4,0.8845546452301669,0.006673041293678112,0.8693181872367859,0.005681812763214111,0.9154829680919647,0.006392031908035278
21,4,0.8977872202431126,0.006855319109475745,0.8160511553287506,0.04332384467124939,0.8082386553287506,0.03551134467124939
22,4,0.9103454513419773,0.008046744954234013,0.7336647808551788,0.18821021914482117,0.7109375,0.2109375
23,4,0.9321374721750932,0.0063109093973455445,0.8018465936183929,0.12002840638160706,0.8167613744735718,0.08948862552642822
24,4,0.9415635567698241,0.01000267045542252,0.8849431872367859,0.02130681276321411,0.8849431872367859,0.02130681276321411
25,4,0.9260469922752268,0.008870540782030069,0.8323863744735718,0.10511362552642822,0.7862215936183929,0.10440340638160706
26,4,0.9225696810012709,0.005077816429087935,0.8842329680919647,0.02485796809196472,0.8842329680919647,0.02485796809196472
27,4,0.9450534486750181,0.009156250409457714,0.8913352489471436,0.06321024894714355,0.90625,0.09375
28,4,0.9365434426316432,0.006799191333874448,0.8700284361839294,0.05184656381607056,0.8700284361839294,0.05184656381607056
29,4,0.9556750197130156,0.004583633400770612,0.8778409361839294,0.05965906381607056,0.8700284361839294,0.05184656381607056
30,4,0.9610293067284678,0.006706924643599667,0.65625,0.34375,0.6328125,0.3671875
31,4,0.9620090810653829,0.007412247813949802,0.8842329680919647,0.02485796809196472,0.8764204680919647,0.03267046809196472
32,4,0.9536694031771581,0.005504762666996253,0.8558238744735718,0.12855112552642822,0.8785511553287506,0.10582384467124939
33,4,0.9698463322133611,0.0037201248691996853,0.8849431872367859,0.02130681276321411,0.8465909361839294,0.028409063816070557
34,4,0.9729555379452319,0.0017440516001895267,0.8323863744735718,0.10511362552642822,0.8245738744735718,0.09730112552642822
35,4,0.9765176063622211,0.004209009728020815,0.9453125,0.0546875,0.9453125,0.0546875
36,4,0.9676781534181788,0.004483697563942208,0.9154829680919647,0.006392031908035278,0.9005681872367859,0.03693181276321411
37,4,0.9820700699192539,0.007365254257051351,0.9225852489471436,0.031960248947143555,0.9225852489471436,0.031960248947143555
38,4,0.9728071262560858,0.006919965687581368,0.6129261404275894,0.3401988595724106,0.6200284063816071,0.30184659361839294
39,4,0.9813615595034961,0.003566870532119616,0.9382102489471436,0.016335248947143555,0.9076704680919647,0.0014204680919647217
40,4,0.9771291464787775,0.002826893292508586,0.5553977489471436,0.39914774894714355,0.5866477489471436,0.36789774894714355
