epoch,train_mean,valid_mean,test_mean,train_std,valid_std,test_std
1,0.3418016411152433,0.4151605297500889,0.39052336105766394,0.015472504654940534,0.1379768209246663,0.1257988477649205
2,0.5250348483114367,0.4826497281591098,0.42505079992115496,0.02353499080064525,0.15008876922382614,0.13345538420778125
3,0.5927359380936476,0.5178194763759773,0.41391243288914364,0.03862543693683628,0.12762225897943338,0.13424915704188328
4,0.6795049798725081,0.6750333326558272,0.5360923101504643,0.03617990913525717,0.12165253091024561,0.09289603020188102
5,0.7503252415470595,0.63818676037093,0.4834738504141569,0.04373726584236128,0.15095429874008773,0.15280903770635187
6,0.7996956464477037,0.5911085051794847,0.4396063494185607,0.04394104107493061,0.07289640813784838,0.04537653026977822
7,0.8266812407031164,0.6748126226166885,0.4581133940567573,0.039937819503939764,0.10574769987941444,0.09358041721790056
8,0.8576095114662583,0.7931084742148716,0.4783703186859687,0.036368491703406204,0.11940935858528957,0.08860052566976999
9,0.8758563731168318,0.8155519435803096,0.48300065981845064,0.02951399639990274,0.07942094131720995,0.08424667109923245
10,0.8980188810971272,0.8188381150364875,0.47810037645200887,0.034555142026562104,0.0754174677135772,0.0670791574679029
11,0.8980339398754493,0.9109541490674019,0.5182204201817512,0.03283825019264048,0.06946820850937876,0.0838184652047601
12,0.9173804139999328,0.8811150098840396,0.45110993410150213,0.026429962008735187,0.10074203922345487,0.08102754865000507
13,0.9329828757434001,0.8636274014910063,0.4426821234325568,0.033638102329624435,0.06716869187789723,0.03402179457199219
14,0.9304331275121521,0.8367242902517319,0.5045310812691848,0.0229879315782994,0.12144425829236151,0.10017639192310851
15,0.9384583361321249,0.8375611183544001,0.4932426533351342,0.020513507766638208,0.15531001335018593,0.1287451283540662
16,0.9362517385371228,0.8630231946706771,0.48121743897596997,0.024494790193431315,0.14811083094539912,0.1518498993595517
17,0.947510072386451,0.9053734511137009,0.43567866099377467,0.02011015996381316,0.03584673765749257,0.09083108186163846
18,0.9508657069371353,0.9406289478143056,0.5238042985399564,0.014837955450462617,0.035621480269402324,0.09695611732782333
19,0.9577959421092511,0.9381176725029946,0.48628762563069666,0.01277290874433379,0.07018882036227611,0.056661028279277874
20,0.9612108652990717,0.9471687396367391,0.47972401392956576,0.020500873338267157,0.05647697703496513,0.050344662902559276
21,0.9677636300060554,0.8899040768543879,0.4532766355822484,0.011908566196034094,0.11873531868869375,0.1475059571759868
22,0.9518368035027752,0.9638782779375713,0.4898667653401693,0.020288424530994505,0.03285015406495517,0.03653793875630809
23,0.9680982278944974,0.9513663738965987,0.4455736967424551,0.014239956666490545,0.038520166607863816,0.06824059157997751
24,0.9576575922522502,0.9068311577041944,0.5072900633017222,0.016496979506187174,0.08604925579104172,0.08844316052259926
25,0.9714852631930037,0.9460683271288871,0.45625634330014386,0.013252510075308907,0.024253045194483104,0.1223576947588946
26,0.9693568601213624,0.9658838093280792,0.38842415387431783,0.012664191066583012,0.025549815642429426,0.06768869147739758
27,0.9716505498377326,0.9855198527375858,0.547711813946565,0.008186372234319169,0.01856401195800217,0.09803079002370987
28,0.9794540747267492,0.9838485871752104,0.4753580652177334,0.008508330486021027,0.014369364373117192,0.05147414210442372
29,0.9783759823221486,0.937178422510624,0.4845377512276173,0.01184442564604339,0.052944962108262335,0.10998522502131491
30,0.9676812925159454,0.9163704998791218,0.45059783725688857,0.014542840466363786,0.09505171356203558,0.13639271983782197
31,0.9779834200746641,0.9840018187959988,0.4793325948218505,0.009004613878773313,0.018612537551974364,0.05789197284754485
32,0.9819586512224489,0.9762647420167924,0.5101228884110848,0.009434485553365797,0.0255834540326642,0.0583613557999049
33,0.9811461959854584,0.9817025283972423,0.5153669481476147,0.013365709030943841,0.01664185191720788,0.05719683698904048
34,0.98307996251283,0.957421064376831,0.4192422412335873,0.004357199914916297,0.03623457578699696,0.08686361902064282
35,0.9696205567096827,0.9443430617451668,0.41573217262824375,0.018828770227328078,0.03540657082869,0.08303937212383052
36,0.9839215020502773,0.9803948884208996,0.49356341212987903,0.006270727672744366,0.019769233829130064,0.05023332752913828
37,0.9831357137829336,0.9715708906451862,0.45929320553938546,0.007152705362349382,0.01453081619625404,0.06516175518933662
38,0.97871034804757,0.9869561145702997,0.4755732248226801,0.009759842002111297,0.014155640008198071,0.1111572947455755
39,0.9849069950394468,0.9578704362114271,0.4780146338045597,0.006996972986079348,0.03514328345248957,0.11389103385194752
40,0.9577593203512595,0.9506295844912529,0.421060399338603,0.036667498512280614,0.0645981214719351,0.082331908292569
41,0.497629013676771,0.6473423154817687,0.23296875572866863,0.015309798358179786,0.06237987980714886,0.04414854484706485
42,0.728771389094212,0.6729586316479578,0.22480613903866867,0.039846442789845594,0.12314917380114232,0.04656648990763173
43,0.7878024904508778,0.7186415024929577,0.24196615467468896,0.046370959110625436,0.1668041648576969,0.06447602582161117
44,0.833546552666844,0.8392968876494301,0.24099392866094904,0.029019787866983098,0.05165341283033134,0.055190893859771446
45,0.8760101410601964,0.8431568486822977,0.23246672977175972,0.01940046196153316,0.046753864711846144,0.05165796968949146
46,0.8626604528768197,0.8691290630234612,0.23734375586112336,0.011049669706732705,0.0458578285757777,0.045570347344079394
47,0.8845328852241838,0.8759071280558904,0.24137008835872012,0.023454884661150647,0.03683370420334747,0.02755848009185674
48,0.901743636569281,0.8929991434017817,0.23395400101111993,0.028281391169760195,0.03848228441878096,0.05713024775632816
49,0.9200565886570856,0.8393663363324272,0.19908999270862995,0.024072584345680593,0.07314755376005681,0.02420823350612381
50,0.9170370710093069,0.9032147172424526,0.23915075990888804,0.014680731701146942,0.022204866377942726,0.050598326227578504
51,0.9476798645858434,0.8992187701993518,0.27450666551788644,0.01379238708051034,0.03314172911786835,0.05733870181531133
52,0.9326101966738714,0.9256611857149336,0.2815205501185523,0.019098902485800425,0.018864208338925267,0.02629849870319423
53,0.9501534171867944,0.9095211366812389,0.2542303323745727,0.017932060721412676,0.02827792142695882,0.05019096128523943
54,0.926683631179145,0.9158695164653988,0.25505208844939864,0.03420269226926207,0.033568958428887706,0.0533478645922224
55,0.9533619922391452,0.9315118819475173,0.26343606072995396,0.012810651991051664,0.022853653454069443,0.049388962914729426
56,0.9397170785631337,0.9454542924960454,0.2852430635028415,0.021022697041207506,0.021136665847582375,0.03847213436030097
57,0.9212203542798344,0.9138816747400496,0.2599160928693082,0.02128090083369913,0.021474662424002842,0.08526768291155234
58,0.9589485169801103,0.9199276821480856,0.2570746602283583,0.010107425741493006,0.010950882417681456,0.026161798694922814
59,0.9619688895413084,0.9197555161184736,0.27131077398856474,0.017372363828350064,0.039757122064881245,0.021698252547201067
60,0.9403929359070938,0.9156394839286804,0.2479137797322537,0.016666618969638003,0.019365321426046724,0.06200058714154739
61,0.9743956649587192,0.948582199878163,0.3107653455601798,0.005441326990045818,0.014850151751245403,0.03507248724903753
62,0.957870488724819,0.9424247887399462,0.30377170691887534,0.026406522876125237,0.01621931459679674,0.02239482295796093
63,0.9688492069655011,0.950477444132169,0.2686906898187266,0.01136879282049906,0.01758298135740582,0.05541147520061977
64,0.9649023919915588,0.9408579465415743,0.2906857744687133,0.01510857259640668,0.016830067010965327,0.07327661010447321
65,0.9697914240270343,0.942423336704572,0.2522569518122408,0.015819949908041794,0.023396088434469085,0.03659592962728353
66,0.9670137596992103,0.9548379725880093,0.282362566391627,0.02363617649766433,0.018166546582668516,0.027608465387720185
67,0.9827276562497418,0.9589554581377242,0.2808998910917176,0.0076401058970237854,0.01961488138545967,0.03420362342686339
68,0.9715594307064356,0.9497540709045197,0.25492767095565794,0.020387097307469217,0.015577619546880857,0.05270249404037113
69,0.9603988101890208,0.9298698004749086,0.25513021830055443,0.02176073626864842,0.036109674912695094,0.05191484587606999
70,0.9838303190294386,0.9263845652341841,0.24201100468635559,0.0067812286146987505,0.02565120911731479,0.04314082886943513
71,0.9802481991654902,0.9495963695976469,0.27552373136083286,0.0125996385350978,0.016186185589451882,0.06096585449160572
72,0.979857549313102,0.9458593914906183,0.24991464548640782,0.012873031723686318,0.020844035324375586,0.04205739883283986
73,0.9705522313078636,0.9353240933683183,0.2684114668932226,0.016698715468798576,0.01667668787194977,0.0463441553561889
74,0.965171737663281,0.938913497991032,0.26252894037299684,0.016439805220202174,0.02181545557907861,0.050161036482038374
75,0.9729548938491401,0.9476577119694815,0.250668409301175,0.01012590130729307,0.016395467446841436,0.04839885794810118
76,0.9687704652136772,0.9476027399301529,0.2506539417637719,0.0247921819185968,0.015574066073734556,0.04756652381168087
77,0.9755523297767642,0.937909444504314,0.261563953757286,0.01389027994006463,0.0381550357464496,0.049919738907089034
78,0.9517002276434656,0.9599030832449595,0.29526621235741507,0.032974004372053015,0.019123779184762067,0.021697054507774923
79,0.9883677743436151,0.9538541836871041,0.2843402840197086,0.006222407405071916,0.014050545420383705,0.017879067251383236
80,0.9618391812662398,0.9380584690305923,0.262187506010135,0.03326318597897997,0.0200174851744448,0.025524897750727082
81,0.5887050620150692,0.7227608289983539,0.11819291944719018,0.01731887718494604,0.027257723147087357,0.03248703253369758
82,0.7924593048716231,0.7779726233747271,0.1232301812205049,0.01997931440105193,0.06193581593672365,0.03809190533351296
83,0.8523434727638416,0.8050407192773288,0.1491866586522923,0.012195253698856538,0.04013392284893983,0.01982213678652752
84,0.8925135187049471,0.8715104566680062,0.14158470800353415,0.015199704889334621,0.031738625980694095,0.01894996502606175
85,0.9072183609439577,0.8523550583256615,0.13365169649736744,0.015009712760638423,0.02375796374212973,0.01042066913145374
86,0.9161356836886011,0.8916511941287252,0.13627548637903394,0.017945593835574036,0.025352691010129783,0.02237901493478881
