epoch,identity,train_mean,train_std,valid_mean,valid_std,test_mean,test_std
1,4,0.252433252479378,0.10850428456691852,0.0703125,0.0703125,0.0703125,0.0703125
2,4,0.4978665934583687,0.04189333428173307,0.4900568127632141,0.1463068127632141,0.4588068127632141,0.1775568127632141
3,4,0.6238196764333325,0.01304519718242294,0.2578125,0.2578125,0.25,0.25
4,4,0.6164915282960428,0.011176496458321644,0.4744318202137947,0.3380681797862053,0.4744318202137947,0.3380681797862053
5,4,0.6590437687632682,0.017988721300892976,0.5973011553287506,0.1754261553287506,0.6200284361839294,0.19815343618392944
6,4,0.6524833848468823,0.01731448751676067,0.4509943202137947,0.3146306797862053,0.4353693202137947,0.2990056797862053
7,4,0.6816621377914189,0.019534545448434585,0.5063920617103577,0.08451706171035767,0.42258523404598236,0.03196023404598236
8,4,0.7089122724072131,0.013665992756108868,0.7407670617103577,0.14985793828964233,0.7855113744735718,0.05823862552642822
9,4,0.7120353548729358,0.015113223202975989,0.6491477489471436,0.30539774894714355,0.6413352489471436,0.31321024894714355
10,4,0.7620903561351267,0.00991661680181253,0.6292613744735718,0.09801137447357178,0.6370738744735718,0.09019887447357178
11,4,0.7993374996470448,0.006302741150744787,0.6484375,0.3515625,0.6328125,0.3671875
12,4,0.8038058772664398,0.015592876954168746,0.7265625,0.2734375,0.734375,0.265625
13,4,0.8344153442188064,0.007719634882371077,0.5951704680919647,0.18607953190803528,0.6178977340459824,0.16335226595401764
14,4,0.8364709143645663,0.014540501584220118,0.5539772808551788,0.008522719144821167,0.5390625,0.0390625
15,4,0.8669468385483289,0.006902478440365458,0.5163352489471436,0.43821024894714355,0.5319602489471436,0.42258524894714355
16,4,0.857618172326789,0.006292684326671608,0.6171875,0.3828125,0.609375,0.390625
17,4,0.8463677051650559,0.017454240304989814,0.44034090638160706,0.12215909361839294,0.4708806872367859,0.10724431276321411
18,4,0.8834902025890263,0.022662285812519653,0.5944602489471436,0.36008524894714355,0.5866477489471436,0.36789774894714355
19,4,0.9201652227356362,0.007518911542208099,0.8828125,0.1171875,0.8515625,0.1484375
20,4,0.8828354994914756,0.0065706692342938034,0.7251420617103577,0.13423293828964233,0.7784090936183929,0.09659090638160706
21,4,0.9217905589327262,0.016761326723149495,0.5,0.5,0.5,0.5
22,4,0.9036059332285693,0.015143159203836685,0.3458806872367859,0.01775568723678589,0.3693181872367859,0.005681812763214111
23,4,0.9182287075528255,0.008636217131305005,0.9069602489471436,0.047585248947143555,0.9069602489471436,0.047585248947143555
24,4,0.9455267254462942,0.009024543396417391,0.8394886553287506,0.06676134467124939,0.8778409361839294,0.05965906381607056
25,4,0.9352669682747806,0.015135920114856299,0.7230113744735718,0.004261374473571777,0.7223011553287506,0.05042615532875061
26,4,0.9280244342290295,0.005949834488673571,0.4978693202137947,0.3615056797862053,0.5056818202137947,0.3693181797862053
27,4,0.9068320363523317,0.008677839219668892,0.8125,0.1875,0.8046875,0.1953125
28,4,0.9187839205449764,0.007987853946164587,0.8607954680919647,0.04829546809196472,0.8380681872367859,0.02556818723678589
29,4,0.9249045181208323,0.005134961466378247,0.8458806872367859,0.01775568723678589,0.8082386553287506,0.03551134467124939
30,4,0.9394834234335646,0.0037094812569798234,0.6811079680919647,0.2720170319080353,0.6583806872367859,0.2947443127632141
31,4,0.9438483304809556,0.004128860216182514,0.8842329680919647,0.02485796809196472,0.8764204680919647,0.03267046809196472
32,4,0.9499019758349354,0.004371336719589999,0.8913352489471436,0.06321024894714355,0.8764204680919647,0.03267046809196472
33,4,0.9583985698582244,0.00619756180868144,0.8849431872367859,0.02130681276321411,0.9076704680919647,0.0014204680919647217
34,4,0.9743344079685177,0.003637229864167803,0.8927556872367859,0.02911931276321411,0.9154829680919647,0.006392031908035278
35,4,0.9705338311509755,0.0080205159488894,0.8600852489471436,0.09446024894714355,0.8373579680919647,0.07173296809196472
36,4,0.9762976817123784,0.0024134533833699004,0.9232954680919647,0.014204531908035278,0.9154829680919647,0.006392031908035278
37,4,0.9837895475334937,0.004003125530561053,0.8927556872367859,0.02911931276321411,0.8778409361839294,0.05965906381607056
38,4,0.9704418241851938,0.0046986769618905,0.9147727489471436,0.039772748947143555,0.9069602489471436,0.047585248947143555
39,4,0.9543671532572593,0.0070886241514417836,0.8096590936183929,0.12784090638160706,0.8323863744735718,0.10511362552642822
40,4,0.9495480709023578,0.007957122968426203,0.8842329680919647,0.02485796809196472,0.8998579680919647,0.009232968091964722
