fixation_points,train_mean,valid_mean,test_mean,train_std,valid_std,test_std
32,0.9995502653962912,0.917129629678687,0.510493827209551,0.00015568247291978174,0.007777022477136085,0.027386939521638284
64,0.9996372690118743,0.9202674897119342,0.5596707818930041,5.988530371379905e-05,0.0073291187493698525,0.0319717268174081
